genetics_id	latitude	longitude	day	month	year	herring_length_mm	salmon_length_cm	salmon_ID	date	julian_date	maturity
josh_264	48.63101	-123.136988	14	2	2018	NA	71.1	NOAA18_100	2018-02-14	45	adult
josh_266	48.63101	-123.136988	24	2	2018	109	64.5	NOAA18_3	2018-02-24	55	adult
josh_267	48.435704	-122.805143	13	6	2015	47	11	KW_15E	2015-06-13	164	juvenile
josh_268	48.435704	-122.805143	13	6	2015	47	11	KW_15E	2015-06-13	164	juvenile
josh_269	48.435704	-122.805143	13	6	2015	47	11	KW_15E	2015-06-13	164	juvenile
josh_270	48.435704	-122.805143	14	8	2014	60	13.7	KW_14S	2014-08-14	226	juvenile
josh_271	48.435704	-122.805143	4	6	2016	32	10.6	KW_16F	2016-06-04	156	juvenile
josh_272	48.435704	-122.805143	4	6	2016	32	10.6	KW_16F	2016-06-04	156	juvenile
josh_273	48.435704	-122.805143	4	6	2016	32	10.6	KW_16F	2016-06-04	156	juvenile
josh_274	48.435704	-122.805143	4	6	2016	32	10.6	KW_16F	2016-06-04	156	juvenile
josh_275	48.686627	-123.054751	30	8	2015	76	14.9	KW_15S	2015-08-30	242	juvenile
josh_276	48.686627	-123.054751	30	8	2015	75	13.8	KW_15S	2015-08-30	242	juvenile
josh_277	48.686627	-123.054751	3	6	2016	32	9.5	KW_16E	2016-06-03	155	juvenile
josh_278	48.686627	-123.054751	3	6	2016	32	9.5	KW_16E	2016-06-03	155	juvenile
josh_279	48.435704	-122.805143	15	5	2014	NA	11	KW_14C	2014-05-15	135	juvenile
josh_280	48.435704	-122.805143	15	5	2014	NA	11	KW_14C	2014-05-15	135	juvenile
josh_281	48.435704	-122.805143	15	5	2014	NA	11	KW_14C	2014-05-15	135	juvenile
josh_282	48.435704	-122.805143	15	5	2014	NA	11	KW_14C	2014-05-15	135	juvenile
josh_283	48.435704	-122.805143	30	7	2015	49	13	KW_15M	2015-07-30	211	juvenile
josh_284	48.686627	-123.054751	19	5	2016	22	14.8	KW_16C	2016-05-19	140	juvenile
josh_285	48.686627	-123.054751	19	5	2016	22	14.8	KW_16C	2016-05-19	140	juvenile
josh_286	48.686627	-123.054751	19	5	2016	22	14.8	KW_16C	2016-05-19	140	juvenile
josh_287	48.686627	-123.054751	19	5	2016	22	14.8	KW_16C	2016-05-19	140	juvenile
josh_288	48.686627	-123.054751	19	5	2016	22	14.8	KW_16C	2016-05-19	140	juvenile
josh_289	48.686627	-123.054751	19	5	2016	22	14.8	KW_16C	2016-05-19	140	juvenile
josh_290	48.686627	-123.054751	19	5	2016	22	14.8	KW_16C	2016-05-19	140	juvenile
josh_291	48.686627	-123.054751	19	5	2016	22	14.8	KW_16C	2016-05-19	140	juvenile
josh_292	48.686627	-123.054751	19	5	2016	22	14.8	KW_16C	2016-05-19	140	juvenile
josh_293	48.686627	-123.054751	19	5	2016	22	14.8	KW_16C	2016-05-19	140	juvenile
josh_294	48.686627	-123.054751	16	6	2016	43	10.8	KW_16H	2016-06-16	168	juvenile
josh_295	48.686627	-123.054751	16	6	2016	43	10.8	KW_16H	2016-06-16	168	juvenile
josh_296	48.686627	-123.054751	16	6	2016	43	10.8	KW_16H	2016-06-16	168	juvenile
josh_297	48.686627	-123.054751	16	6	2016	43	10.8	KW_16H	2016-06-16	168	juvenile
josh_298	48.686627	-123.054751	16	6	2016	43	10.8	KW_16H	2016-06-16	168	juvenile
josh_299	48.686627	-123.054751	16	6	2016	43	10.8	KW_16H	2016-06-16	168	juvenile
josh_300	48.686627	-123.054751	16	6	2016	43	10.8	KW_16H	2016-06-16	168	juvenile
josh_304	48.435704	-122.805143	17	6	2016	38	11	KW_16J	2016-06-17	169	juvenile
josh_305	48.435704	-122.805143	17	6	2016	38	11	KW_16J	2016-06-17	169	juvenile
josh_306	48.435704	-122.805143	17	6	2016	38	11	KW_16J	2016-06-17	169	juvenile
josh_307	48.435704	-122.805143	17	6	2016	38	11	KW_16J	2016-06-17	169	juvenile
josh_308	48.435704	-122.805143	17	6	2016	38	11	KW_16J	2016-06-17	169	juvenile
josh_309	48.435704	-122.805143	17	6	2016	38	11	KW_16J	2016-06-17	169	juvenile
josh_310	48.435704	-122.805143	17	6	2016	38	11	KW_16J	2016-06-17	169	juvenile
josh_311	48.435704	-122.805143	17	6	2016	38	11	KW_16J	2016-06-17	169	juvenile
josh_312	48.686627	-123.054751	11	7	2014	51	11.3	KW_14N	2014-07-11	192	juvenile
josh_313	48.686627	-123.054751	11	7	2014	51	11.3	KW_14N	2014-07-11	192	juvenile
josh_314	48.686627	-123.054751	11	7	2014	51	11.3	KW_14N	2014-07-11	192	juvenile
josh_315	48.435704	-122.805143	14	8	2014	60	13.7	KW_14S	2014-08-14	226	juvenile
josh_316	48.435704	-122.805143	14	8	2014	60	13.7	KW_14S	2014-08-14	226	juvenile
josh_317	48.435704	-122.805143	14	8	2014	60	13.7	KW_14S	2014-08-14	226	juvenile
josh_318	48.686627	-123.054751	27	6	2014	46	10.2	KW_14K	2014-06-27	178	juvenile
josh_319	48.596553	-122.735602	10	1	2018	104	48	NOAA18_118	2018-01-10	10	adult
josh_322	48.718485	-122.914641	5	1	2019	78	71.1	KW19_19	2019-01-05	5	adult
josh_323	48.718485	-122.914641	5	1	2019	93	71.1	KW19_19	2019-01-05	5	adult
josh_324	48.718485	-122.914641	5	1	2019	96	71.1	KW19_19	2019-01-05	5	adult
josh_325	48.718485	-122.914641	5	1	2019	88	71.1	KW19_19	2019-01-05	5	adult
josh_326	48.718485	-122.914641	5	1	2019	89	71.1	KW19_19	2019-01-05	5	adult
josh_327	48.718485	-122.914641	5	1	2019	118	66	KW19_12	2019-01-05	5	adult
josh_346	48.725939	-122.894532	20	4	2019	62	63.5	KW19_101	2019-04-20	110	adult
josh_347	48.725939	-122.894532	20	4	2019	88	63.5	KW19_101	2019-04-20	110	adult
josh_348	48.725939	-122.894532	20	4	2019	69	63.5	KW19_101	2019-04-20	110	adult
josh_349	48.725939	-122.894532	20	4	2019	79	63.5	KW19_101	2019-04-20	110	adult
josh_350	48.631788	-123.035647	19	4	2019	97	71.1	KW19_151	2019-04-19	109	adult
josh_351	48.631788	-123.035647	19	4	2019	104	71.1	KW19_151	2019-04-19	109	adult
josh_352	48.631788	-123.035647	19	4	2019	108	71.1	KW19_151	2019-04-19	109	adult
josh_353	48.631788	-123.035647	19	4	2019	118	71.1	KW19_151	2019-04-19	109	adult
josh_354	48.527301	-122.964085	19	4	2019	111	65	KW19_152	2019-04-19	109	adult
josh_355	48.527301	-122.964085	19	4	2019	96	65	KW19_152	2019-04-19	109	adult
josh_356	47.150181	-122.667161	19	4	2019	78	73.9	KW19_153	2019-04-19	109	adult
josh_357	47.150181	-122.667161	19	4	2019	103	73.9	KW19_153	2019-04-19	109	adult
josh_358	47.150181	-122.667161	19	4	2019	77	73.9	KW19_153	2019-04-19	109	adult
josh_359	47.150181	-122.667161	19	4	2019	92	73.9	KW19_153	2019-04-19	109	adult
josh_360	47.150181	-122.667161	19	4	2019	73	73.9	KW19_153	2019-04-19	109	adult
josh_361	48.527301	-122.964085	19	4	2019	111	67.1	KW19_155	2019-04-19	109	adult
josh_362	48.527301	-122.964085	19	4	2019	122	67.1	KW19_155	2019-04-19	109	adult
josh_363	48.527301	-122.964085	19	4	2019	119	67.1	KW19_155	2019-04-19	109	adult
josh_364	48.527301	-122.964085	19	4	2019	123	67.1	KW19_155	2019-04-19	109	adult
josh_365	48.63101	-123.136988	19	4	2019	92	68.1	KW19_156	2019-04-19	109	adult
josh_366	48.63101	-123.136988	19	4	2019	123	68.1	KW19_156	2019-04-19	109	adult
josh_367	48.63101	-123.136988	19	4	2019	68	68.1	KW19_156	2019-04-19	109	adult
josh_368	48.63101	-123.136988	19	4	2019	93	68.1	KW19_156	2019-04-19	109	adult
josh_369	48.63101	-123.136988	19	4	2019	108	68.1	KW19_156	2019-04-19	109	adult
josh_370	48.63101	-123.136988	19	4	2019	115	68.1	KW19_156	2019-04-19	109	adult
josh_371	48.63101	-123.136988	19	4	2019	72	71.1	KW19_157	2019-04-19	109	adult
josh_372	48.412339	-122.983646	19	4	2019	171	53.8	KW19_158	2019-04-19	109	adult
josh_373	48.412339	-122.983646	19	4	2019	172	53.8	KW19_158	2019-04-19	109	adult
josh_374	48.700384	-123.004213	19	4	2019	90	64	KW19_159	2019-04-19	109	adult
josh_375	48.540225	-122.841573	19	4	2019	107	72.9	KW19_161	2019-04-19	109	adult
josh_376	48.540225	-122.841573	19	4	2019	109	72.9	KW19_161	2019-04-19	109	adult
josh_377	48.540225	-122.841573	19	4	2019	70	72.9	KW19_161	2019-04-19	109	adult
josh_378	48.540225	-122.841573	19	4	2019	112	72.9	KW19_161	2019-04-19	109	adult
josh_379	48.587164	-122.88664	19	4	2019	112	68.1	KW19_162	2019-04-19	109	adult
josh_380	48.694615	-122.97335	26	5	2019	111	71.1	NOAA19_203	2019-05-26	146	adult
josh_381	48.694615	-122.97335	26	5	2019	112	71.1	NOAA19_203	2019-05-26	146	adult
josh_382	48.694615	-122.97335	26	5	2019	129	71.1	NOAA19_203	2019-05-26	146	adult
josh_383	48.694615	-122.97335	26	5	2019	128	71.1	NOAA19_203	2019-05-26	146	adult
josh_384	48.694615	-122.97335	26	5	2019	112	71.1	NOAA19_203	2019-05-26	146	adult
josh_385	48.694615	-122.97335	26	5	2019	114	71.1	NOAA19_203	2019-05-26	146	adult
josh_386	48.725939	-122.894532	26	5	2019	112	77.5	NOAA19_204	2019-05-26	146	adult
josh_387	48.631788	-123.035647	26	5	2019	121	58.9	NOAA19_206	2019-05-26	146	adult
josh_388	48.631788	-123.035647	26	5	2019	114	58.9	NOAA19_206	2019-05-26	146	adult
josh_389	48.631788	-123.035647	26	5	2019	116	58.9	NOAA19_206	2019-05-26	146	adult
josh_390	48.631788	-123.035647	26	5	2019	117	58.9	NOAA19_206	2019-05-26	146	adult
josh_391	48.631788	-123.035647	26	5	2019	116	58.9	NOAA19_206	2019-05-26	146	adult
josh_392	48.631788	-123.035647	26	5	2019	127	58.9	NOAA19_206	2019-05-26	146	adult
josh_393	48.631788	-123.035647	26	5	2019	117	58.9	NOAA19_206	2019-05-26	146	adult
josh_394	48.674146	-123.007414	26	5	2019	105	65	NOAA19_208	2019-05-26	146	adult
josh_395	48.718485	-122.914641	26	5	2019	110	78.5	NOAA19_209	2019-05-26	146	adult
josh_396	48.631788	-123.035647	26	5	2019	85	59.4	NOAA19_210	2019-05-26	146	adult
josh_397	48.631788	-123.035647	26	5	2019	113	62	NOAA19_217	2019-05-26	146	adult
josh_398	48.631788	-123.035647	26	5	2019	108	72.9	NOAA19_219	2019-05-26	146	adult
josh_399	48.631788	-123.035647	26	5	2019	112	72.9	NOAA19_219	2019-05-26	146	adult
josh_400	48.631788	-123.035647	26	5	2019	108	72.9	NOAA19_219	2019-05-26	146	adult
josh_401	48.631788	-123.035647	26	5	2019	106	72.9	NOAA19_219	2019-05-26	146	adult
josh_402	48.631788	-123.035647	26	5	2019	107	72.9	NOAA19_219	2019-05-26	146	adult
josh_403	48.631788	-123.035647	26	5	2019	109	72.9	NOAA19_219	2019-05-26	146	adult
josh_404	48.631788	-123.035647	26	5	2019	88	72.9	NOAA19_219	2019-05-26	146	adult
josh_405	48.631788	-123.035647	26	5	2019	112	63	NOAA19_220	2019-05-26	146	adult
josh_406	48.631788	-123.035647	26	5	2019	115	63	NOAA19_220	2019-05-26	146	adult
josh_407	48.631788	-123.035647	26	5	2019	104	63	NOAA19_220	2019-05-26	146	adult
josh_408	48.631788	-123.035647	26	5	2019	86	63	NOAA19_220	2019-05-26	146	adult
josh_409	48.715267	-122.880404	26	5	2019	111	61	NOAA19_221	2019-05-26	146	adult
josh_410	48.715267	-122.880404	26	5	2019	103	61	NOAA19_221	2019-05-26	146	adult
josh_411	48.715267	-122.880404	26	5	2019	113	61	NOAA19_221	2019-05-26	146	adult
josh_412	48.631788	-123.035647	26	5	2019	94	69.1	NOAA19_224	2019-05-26	146	adult
josh_413	48.631788	-123.035647	26	5	2019	107	69.1	NOAA19_224	2019-05-26	146	adult
josh_414	48.631788	-123.035647	26	5	2019	124	69.1	NOAA19_224	2019-05-26	146	adult
josh_415	48.631788	-123.035647	26	5	2019	128	69.1	NOAA19_224	2019-05-26	146	adult
josh_416	48.631788	-123.035647	26	5	2019	117	69.1	NOAA19_224	2019-05-26	146	adult
josh_417	48.631788	-123.035647	26	5	2019	121	69.1	NOAA19_224	2019-05-26	146	adult
josh_418	48.631788	-123.035647	26	5	2019	113	69.1	NOAA19_224	2019-05-26	146	adult
josh_419	48.631788	-123.035647	26	5	2019	100	69.1	NOAA19_224	2019-05-26	146	adult
josh_420	48.435704	-122.805143	24	5	2018	60	18.3	KW18_X-32	2018-05-24	144	juvenile
josh_421	48.686627	-123.054751	24	5	2018	66	21.1	KW18_ZA-6	2018-05-24	144	juvenile
josh_423	48.526678	-122.805379	5	1	2019	107	68.6	KW19_9	2019-01-05	5	adult
josh_424	48.526678	-122.805379	5	1	2019	NA	68.6	KW19_9	2019-01-05	5	adult
josh_425	48.718485	-122.914641	5	1	2019	NA	61	KW19_10	2019-01-05	5	adult
josh_426	48.718485	-122.914641	5	1	2019	NA	66	KW19_11	2019-01-05	5	adult
josh_427	48.718485	-122.914641	5	1	2019	NA	66	KW19_11	2019-01-05	5	adult
josh_446	48.526678	-122.805379	5	1	2019	NA	76.2	KW19_31	2019-01-05	5	adult
josh_447	48.526678	-122.805379	5	1	2019	NA	76.2	KW19_31	2019-01-05	5	adult
josh_450	48.527301	-122.964085	5	1	2019	111	68.6	KW19_38	2019-01-05	5	adult
josh_451	48.527301	-122.964085	5	1	2019	97	68.6	KW19_38	2019-01-05	5	adult
josh_452	48.725939	-122.894532	6	1	2019	NA	83.8	KW19_43	2019-01-06	6	adult
josh_453	48.725939	-122.894532	6	1	2019	NA	83.8	KW19_43	2019-01-06	6	adult
josh_454	48.725939	-122.894532	6	1	2019	NA	83.8	KW19_43	2019-01-06	6	adult
josh_455	48.725939	-122.894532	6	1	2019	NA	68.6	KW19_45	2019-01-06	6	adult
josh_456	48.514971	-122.731554	1	1	2019	NA	66	KW19_85	2019-01-01	1	adult
josh_457	48.527301	-122.964085	24	5	2018	NA	48.3	NOAA19_119	2018-05-24	144	adult
josh_458	48.412339	-122.983646	5	1	2019	106	45.7	NOAA19_121	2019-01-05	5	adult
josh_459	48.631788	-123.035647	26	5	2019	123	NA	NOAA19_201	2019-05-26	146	NA
josh_460	48.631788	-123.035647	26	5	2019	110	67.1	NOAA19_205	2019-05-26	146	adult
josh_461	48.631788	-123.035647	26	5	2019	125	67.1	NOAA19_205	2019-05-26	146	adult
josh_462	48.631788	-123.035647	26	5	2019	96	67.1	NOAA19_205	2019-05-26	146	adult
josh_463	48.631788	-123.035647	26	5	2019	89	71.4	NOAA19_225	2019-05-26	146	adult
josh_464	48.715267	-122.880404	26	5	2019	106	72.4	NOAA19_215	2019-05-26	146	adult
josh_465	48.715267	-122.880404	26	5	2019	113	72.4	NOAA19_215	2019-05-26	146	adult
josh_466	48.715267	-122.880404	26	5	2019	107	72.4	NOAA19_215	2019-05-26	146	adult
josh_467	48.715267	-122.880404	26	5	2019	NA	72.4	NOAA19_215	2019-05-26	146	adult
josh_468	48.718485	-122.914641	27	5	2019	NA	51.3	NOAA19_197	2019-05-27	147	adult
josh_469	48.479173	-122.817865	3	1	2019	107	65.5	KW19_705	2019-01-03	3	adult
josh_470	48.495708	-122.946488	27	5	2019	107	50.7	NOAA19_179	2019-05-27	147	adult
josh_471	48.631788	-123.035647	26	5	2019	86	61.5	NOAA19_216	2019-05-26	146	adult
josh_472	48.631788	-123.035647	26	5	2019	97	59.9	NOAA19_218	2019-05-26	146	adult
josh_473	48.495708	-122.946488	22	5	2019	115	53.8	NOAA19_189	2019-05-22	142	adult
josh_474	48.495708	-122.946488	22	5	2019	123	53.8	NOAA19_189	2019-05-22	142	adult
josh_475	48.495708	-122.946488	22	5	2019	116	53.8	NOAA19_189	2019-05-22	142	adult
josh_476	48.495708	-122.946488	22	5	2019	109	60.7	NOAA19_170	2019-05-22	142	adult
josh_477	48.495708	-122.946488	22	5	2019	112	60.7	NOAA19_170	2019-05-22	142	adult
josh_478	48.495708	-122.946488	22	5	2019	58	60.7	NOAA19_170	2019-05-22	142	adult
josh_479	48.495708	-122.946488	22	5	2019	94	49	NOAA19_171	2019-05-22	142	adult
josh_480	48.495708	-122.946488	22	5	2019	103	55.1	NOAA19_173	2019-05-22	142	adult
josh_481	48.495708	-122.946488	22	5	2019	108	55.1	NOAA19_173	2019-05-22	142	adult
josh_482	48.495708	-122.946488	22	5	2019	124	55.1	NOAA19_173	2019-05-22	142	adult
josh_483	48.495708	-122.946488	22	5	2019	87	55.1	NOAA19_173	2019-05-22	142	adult
josh_484	48.631788	-123.035647	26	5	2019	106	67.3	NOAA19_200	2019-05-26	146	adult
josh_485	48.686627	-123.054751	9	1	2019	104	78	NOAA19_250	2019-01-09	9	adult
josh_486	48.686627	-123.054751	9	1	2019	102	78	NOAA19_250	2019-01-09	9	adult
josh_487	48.686627	-123.054751	9	1	2019	57	78	NOAA19_250	2019-01-09	9	adult
josh_488	48.563601	-123.008063	9	1	2019	112	80.5	NOAA19_254	2019-01-09	9	adult
josh_489	48.563601	-123.008063	9	1	2019	112	80.5	NOAA19_254	2019-01-09	9	adult
josh_490	48.563601	-123.008063	9	1	2019	111	80.5	NOAA19_254	2019-01-09	9	adult
josh_491	48.563601	-123.008063	9	1	2019	103	80.5	NOAA19_254	2019-01-09	9	adult
josh_492	48.563601	-123.008063	9	1	2019	119	80.5	NOAA19_254	2019-01-09	9	adult
josh_493	48.563601	-123.008063	9	1	2019	107	80.5	NOAA19_254	2019-01-09	9	adult
josh_494	48.563601	-123.008063	9	1	2019	103	80.5	NOAA19_254	2019-01-09	9	adult
josh_495	48.563601	-123.008063	9	1	2019	84	80.5	NOAA19_254	2019-01-09	9	adult
josh_496	48.694615	-122.97335	9	1	2019	88	73.4	NOAA19_258	2019-01-09	9	adult
josh_497	48.694615	-122.97335	9	1	2019	75	73.4	NOAA19_258	2019-01-09	9	adult
josh_498	48.631788	-123.035647	10	4	2019	117	55.1	NOAA19_260	2019-04-10	100	adult
josh_499	48.631788	-123.035647	10	4	2019	108	66.5	NOAA19_261	2019-04-10	100	adult
josh_500	48.631788	-123.035647	10	4	2019	112	66.5	NOAA19_261	2019-04-10	100	adult
